,importance,feature
8,0.167,avg_epitope_AIF
5,0.139,H3_avg_epitope_AIF
6,0.131,L1_avg_epitope_AIF
4,0.089,H2_avg_epitope_AIF
7,0.089,L2_avg_epitope_AIF
2,0.082,H1_avg_epitope_AIF
1,0.078,L2_total_epitope_AIF
3,0.078,H2_avg_AIF
9,0.076,avg_paratope_AIF
0,0.072,H1_total_epitope_AIF
