,importance,feature
6,0.132,L1_avg_epitope_dMaSIF
8,0.116,avg_epitope_dMaSIF
5,0.111,H3_avg_epitope_dMaSIF
7,0.102,L2_avg_epitope_dMaSIF
2,0.101,L2_total_dMaSIF
1,0.095,H2_total_epitope_dMaSIF
9,0.092,avg_paratope_dMaSIF
3,0.09,L3_total_dMaSIF
4,0.085,H2_avg_epitope_dMaSIF
0,0.075,H1_total_epitope_dMaSIF
