,importance,feature
4,0.334,L2_multivalent
3,0.126,L1_multivalent
6,0.123,num_CDRs_multivalent
1,0.12,H2_multivalent
0,0.1,H1_multivalent
5,0.098,L3_multivalent
2,0.098,H3_multivalent
