,importance,feature
235,0.001,NS
163,0.001,KE
346,0.001,VH
70,0.001,EM
442,0.001,L1-14-A
135,0.001,HS
250,0.001,PM
157,0.001,IV
49,0.001,DL
8,0.001,AK
22,0.001,CD
46,0.001,DH
297,0.001,RV
62,0.001,ED
438,0.001,L1-12-A
285,0.001,RG
76,0.001,ET
104,0.001,GF
106,0.001,GH
5,0.001,AG
160,0.001,KA
367,0.001,WI
47,0.001,DI
280,0.001,RA
48,0.001,DK
43,0.001,DE
66,0.001,EH
243,0.001,PE
40,0.001,DA
59,0.001,DY
82,0.001,FD
113,0.001,GQ
216,0.001,MT
41,0.001,DC
356,0.001,VT
119,0.001,GY
80,0.001,FA
224,0.001,NF
30,0.001,CM
78,0.001,EW
234,0.001,NR
320,0.001,TA
109,0.001,GL
50,0.001,DM
110,0.001,GM
51,0.001,DN
214,0.001,MR
158,0.001,IW
296,0.001,RT
32,0.001,CP
232,0.001,NP
210,0.001,MM
54,0.001,DR
212,0.001,MP
246,0.001,PH
20,0.001,CA
299,0.001,RY
52,0.001,DP
58,0.001,DW
215,0.001,MS
79,0.001,EY
91,0.001,FN
239,0.001,NY
255,0.001,PS
112,0.001,GP
111,0.001,GN
227,0.001,NI
156,0.001,IT
220,0.001,NA
238,0.001,NW
347,0.001,VI
69,0.001,EL
86,0.001,FH
74,0.001,ER
64,0.001,EF
85,0.001,FG
87,0.001,FI
93,0.001,FQ
6,0.001,AH
412,0.001,l1_interaction_energy
244,0.001,PF
33,0.001,CQ
228,0.001,NK
225,0.001,NG
31,0.001,CN
4,0.001,AF
107,0.001,GI
302,0.001,SD
44,0.001,DF
60,0.001,EA
83,0.001,FE
231,0.001,NN
65,0.001,EG
240,0.001,PA
35,0.001,CS
42,0.001,DD
90,0.001,FM
237,0.001,NV
9,0.001,AL
348,0.001,VK
300,0.001,SA
223,0.001,NE
164,0.001,KF
230,0.001,NM
108,0.001,GK
213,0.001,MQ
265,0.001,QG
3,0.001,AE
317,0.001,SV
236,0.001,NT
366,0.001,WH
219,0.001,MY
36,0.001,CT
294,0.001,RR
55,0.001,DS
105,0.001,GG
226,0.001,NH
103,0.001,GE
88,0.001,FK
229,0.001,NL
449,0.001,L2-8-A
81,0.001,FC
95,0.001,FS
281,0.001,RC
327,0.001,TI
21,0.001,CC
39,0.001,CY
100,0.001,GA
342,0.001,VD
309,0.001,SL
353,0.0,VQ
96,0.0,FT
318,0.0,SW
221,0.0,NC
101,0.0,GC
283,0.0,RE
2,0.0,AD
89,0.0,FL
98,0.0,FW
34,0.0,CR
38,0.0,CW
371,0.0,WN
369,0.0,WL
102,0.0,GD
349,0.0,VL
84,0.0,FF
344,0.0,VF
37,0.0,CV
18,0.0,AW
362,0.0,WD
19,0.0,AY
323,0.0,TE
94,0.0,FR
16,0.0,AT
258,0.0,PW
269,0.0,QL
97,0.0,FV
361,0.0,WC
360,0.0,WA
365,0.0,WG
306,0.0,SH
99,0.0,FY
289,0.0,RL
259,0.0,PY
17,0.0,AV
316,0.0,ST
343,0.0,VE
264,0.0,QF
92,0.0,FP
11,0.0,AN
263,0.0,QE
325,0.0,TG
355,0.0,VS
284,0.0,RF
354,0.0,VR
324,0.0,TF
305,0.0,SG
359,0.0,VY
1,0.0,AC
12,0.0,AP
304,0.0,SF
10,0.0,AM
288,0.0,RK
15,0.0,AS
326,0.0,TH
358,0.0,VW
13,0.0,AQ
301,0.0,SC
328,0.0,TK
14,0.0,AR
364,0.0,WF
311,0.0,SN
314,0.0,SR
319,0.0,SY
329,0.0,TL
330,0.0,TM
331,0.0,TN
332,0.0,TP
333,0.0,TQ
334,0.0,TR
335,0.0,TS
336,0.0,TT
337,0.0,TV
338,0.0,TW
339,0.0,TY
363,0.0,WE
0,0.0,AA
