,importance,feature
7,0.002,AI
138,0.002,HW
169,0.002,KL
142,0.002,ID
306,0.002,SH
23,0.002,CE
135,0.002,HS
236,0.002,NT
26,0.002,CH
379,0.002,WY
318,0.002,SW
166,0.002,KH
121,0.002,HC
237,0.002,NV
27,0.002,CI
206,0.002,MH
360,0.002,WA
57,0.002,DV
117,0.002,GV
386,0.002,YH
114,0.002,GR
22,0.002,CD
116,0.002,GT
29,0.002,CL
211,0.002,MN
24,0.002,CF
50,0.002,DM
145,0.002,IG
73,0.002,EQ
137,0.002,HV
152,0.002,IP
164,0.002,KF
233,0.002,NQ
128,0.002,HK
291,0.002,RN
55,0.002,DS
276,0.002,QT
221,0.002,NC
347,0.002,VI
160,0.002,KA
67,0.002,EI
6,0.002,AH
25,0.002,CG
79,0.002,EY
158,0.002,IW
71,0.002,EN
210,0.002,MM
123,0.002,HE
75,0.002,ES
165,0.002,KG
231,0.002,NN
124,0.002,HF
65,0.002,EG
112,0.002,GP
148,0.002,IK
45,0.002,DG
77,0.002,EV
170,0.002,KM
53,0.002,DQ
371,0.002,WN
47,0.002,DI
317,0.001,SV
43,0.001,DE
156,0.001,IT
279,0.001,QY
227,0.001,NI
209,0.001,ML
153,0.001,IQ
163,0.001,KE
222,0.001,ND
390,0.001,YM
168,0.001,KK
31,0.001,CN
281,0.001,RC
154,0.001,IR
284,0.001,RF
207,0.001,MI
118,0.001,GW
52,0.001,DP
157,0.001,IV
162,0.001,KD
119,0.001,GY
60,0.001,EA
56,0.001,DT
155,0.001,IS
213,0.001,MQ
277,0.001,QV
61,0.001,EC
66,0.001,EH
229,0.001,NL
115,0.001,GS
219,0.001,MY
38,0.001,CW
58,0.001,DW
68,0.001,EK
280,0.001,RA
311,0.001,SN
74,0.001,ER
63,0.001,EE
9,0.001,AL
70,0.001,EM
217,0.001,MV
378,0.001,WW
388,0.001,YK
72,0.001,EP
62,0.001,ED
159,0.001,IY
230,0.001,NM
30,0.001,CM
214,0.001,MR
286,0.001,RH
32,0.001,CP
48,0.001,DK
49,0.001,DL
362,0.001,WD
129,0.001,HL
223,0.001,NE
288,0.001,RK
282,0.001,RD
113,0.001,GQ
216,0.001,MT
108,0.001,GK
44,0.001,DF
287,0.001,RI
350,0.001,VM
212,0.001,MP
122,0.001,HD
310,0.001,SM
99,0.001,FY
8,0.001,AK
218,0.001,MW
215,0.001,MS
297,0.001,RV
81,0.001,FC
80,0.001,FA
125,0.001,HG
110,0.001,GM
228,0.001,NK
312,0.001,SP
83,0.001,FE
69,0.001,EL
89,0.001,FL
51,0.001,DN
41,0.001,DC
111,0.001,GN
46,0.001,DH
35,0.001,CS
59,0.001,DY
78,0.001,EW
303,0.001,SE
109,0.001,GL
5,0.001,AG
319,0.001,SY
33,0.001,CQ
298,0.001,RW
292,0.001,RP
299,0.001,RY
105,0.001,GG
285,0.001,RG
76,0.001,ET
104,0.001,GF
399,0.001,YY
308,0.001,SK
225,0.001,NG
316,0.001,ST
39,0.001,CY
289,0.001,RL
283,0.001,RE
21,0.001,CC
305,0.001,SG
94,0.001,FR
90,0.001,FM
107,0.001,GI
40,0.001,DA
37,0.001,CV
34,0.001,CR
224,0.001,NF
220,0.001,NA
88,0.001,FK
42,0.001,DD
293,0.001,RQ
19,0.001,AY
91,0.001,FN
36,0.001,CT
64,0.001,EF
97,0.001,FV
321,0.001,TC
82,0.001,FD
106,0.001,GH
313,0.001,SQ
92,0.001,FP
294,0.001,RR
102,0.001,GD
84,0.001,FF
95,0.001,FS
86,0.001,FH
101,0.001,GC
85,0.001,FG
20,0.001,CA
314,0.001,SR
315,0.001,SS
3,0.001,AE
93,0.0,FQ
304,0.0,SF
4,0.0,AF
100,0.0,GA
87,0.0,FI
16,0.0,AT
103,0.0,GE
98,0.0,FW
17,0.0,AV
96,0.0,FT
2,0.0,AD
18,0.0,AW
10,0.0,AM
11,0.0,AN
309,0.0,SL
1,0.0,AC
15,0.0,AS
0,0.0,AA
12,0.0,AP
13,0.0,AQ
14,0.0,AR
