,importance,feature
19,0.073,L1L3
15,0.071,H3L1
0,0.062,H1
12,0.06,H2L1
14,0.052,H2L3
10,0.051,H1L3
16,0.048,H3L2
7,0.047,H1H3
8,0.044,H1L1
21,0.043,NORM
22,0.042,CORESIN
1,0.042,H2
20,0.041,L2L3
4,0.037,L2
5,0.036,L3
3,0.036,L1
6,0.035,H1H2
2,0.035,H3
18,0.035,L1L2
11,0.033,H2H3
17,0.032,H3L3
13,0.031,H2L2
9,0.012,H1L2
