,importance,feature
4,0.277,L2_multivalent
5,0.131,L3_multivalent
6,0.128,num_CDRs_multivalent
3,0.12,L1_multivalent
1,0.117,H2_multivalent
0,0.116,H1_multivalent
2,0.11,H3_multivalent
